假如爱有天意,8.2,4,韩国的纯爱电影真的很能煽情诶……再加上这bgm......妹子们得哭死吧……,2017-01-27 22:13:52
E.T. 外星人,8.5,4,82年的电影依然秒杀大部分如今的科幻,2017-01-27 12:52:57
谍影重重3,8.7,4,三部曲来看，还是很完整的，后面再续感觉都是狗尾续貂了吧，另外最后那女的笑容真可怕……,2017-01-26 13:14:43
小森林 冬春篇,9.0,4,不是很懂最后市子为什么又回来了。,2017-01-25 19:06:43
小森林 夏秋篇,8.9,4,小森林·美食篇,2017-01-25 12:06:08
机械师,6.9,3,套路电影，郭达依然帅,2017-01-24 18:41:23
谍影重重2,8.6,4,真的是换了导演简直换了部电影，比1好看太多了,2017-01-23 20:40:31
荒野猎人,7.8,4,全片比较沉闷，最精彩的也就最后1V1那段戏了吧，有点像谍影重重1里那段荒野1V1狙击手,2017-01-23 16:47:47
谍影重重,8.5,3,评分虚高的厉害，很套路的谍战，女主也是丑的要命，要不是马特达蒙真看不下去,2017-01-22 22:56:33
无耻混蛋,8.5,4,电影色调美如画……其他嘛很昆汀,2017-01-22 17:20:44
电子情书,7.8,3,影片中传统书店与连锁书店的对抗就像是现在传统行业与互联网行业的对抗，以卵击石啊。另外女主笑起来好美,2017-01-21 22:57:22
牯岭街少年杀人事件,8.8,4,4个小时看得我真是...,2017-01-21 19:24:25
超能陆战队,8.6,3,满满的漫威风，现在的动画电影流水线也是厉害的,2017-01-19 20:14:57
囚徒,8.0,5,好喜欢这种压抑+悬疑的电影,2017-01-18 21:28:53
黄金三镖客,9.1,3,三小时的电影看着有点累，不是很喜欢,2017-01-17 20:08:59
发条橙,8.5,4,配合杨叫兽观影效果更佳,2017-01-14 21:12:40
青春梦工场,8.0,3,日本av太好请了，香港贷款太好申了，以至于电影太顺理成章了，所以并不是很喜欢近年来的港片是有原因的。,2017-01-14 14:06:11
横道世之介,8.8,4,挺喜欢那个熟女的，哈哈,2017-01-14 11:03:57
爱的成人式,7.6,5,妈的不看到最后我都不知道男主是两个，太不专心了！,2017-01-12 22:08:43
百元之恋,8.3,4,bgm伤感到爆炸，女主励志男主渣，最后居然在一起了坑,2017-01-12 19:29:54
阿黛尔的生活,8.3,3,很简单的羁绊，导演却用了近3小时的时间来讲述，未免太过冗长。唯一的加分项是光线很唯美。劈腿什么的到后来都见怪不怪了。,2017-01-10 22:05:01
菲利普船长,8.1,4,汉克斯很适合这类电影啊,2017-01-08 19:33:31
暖暖内含光,8.4,4,好看,2017-01-07 23:07:33
尴尬时刻,5.8,2,不知道为毛当初标记了想看，看完却木有感觉了,2017-01-07 09:55:42
极地特快,7.6,3,每个美国孩子都憧憬过圣诞老人吧～,2017-01-04 20:32:53
哈利·波特与密室,8.3,4,金妮韦斯莉也很可爱呀,2017-01-03 23:50:11
狩猎,9.1,4,,2017-01-03 20:32:41
孙子从美国来,8.4,4,强行HE了吧，最后那段去掉可能会更好,2017-01-03 17:00:07
隐秘而伟大,7.8,3,这是在嘲讽朝鲜么……,2017-01-02 21:19:33
八恶人,8.4,5,塞缪尔杰克逊的口音辨识度太高了！,2017-01-02 15:49:44
甲方乙方,8.3,3,厚古薄今了吧,2017-01-02 12:55:58
比海更深,8.7,4,这就是现实啊,2017-01-02 11:04:07
蛇舌,6.7,4,好喜欢这种调调啊，哈哈,2017-01-01 19:21:39
桃姐,8.3,4,还是这种小温馨又有点真实的电影好看,2016-12-31 17:26:19
招魂,7.7,4,很久没看这么爽的恐怖片了，虽然套路老了点，但由温导拍的就是不一样,2016-12-31 15:14:28
有话好好说,8.1,5,谁敢惹知识分子，哈哈，剁死你,2016-12-30 22:03:21
你丫闭嘴！,8.0,4,最后的镜头太基啦，哈哈,2016-12-30 19:29:03
夏有乔木 雅望天堂,4.7,1,莫名其妙，全程尴尬，演员僵硬，浪费时间。,2016-12-30 01:45:11
湄公河行动,8.0,4,导演很喜欢摇镜头啊，头都晕了,2016-12-29 22:43:57
安德的游戏,6.9,4,没看过原著，但从电影来看原著构建的世界应该是非常庞大的，电影中展现的实在太少。,2016-12-28 19:57:20
十二猴子,8.1,5,穿越梗玩得溜，烧脑，一遍根本看不懂，准备二刷。另外95年的皮特好嫩啊,2016-12-27 20:21:40
燃情岁月,8.7,4,剧情有些薄弱，音乐画面人物满分,2016-12-25 21:53:41
卡萨布兰卡,8.6,3,吹捧过度了吧，不是很喜欢。但是也有经典插曲和台词产出。,2016-12-25 18:45:16
我家买了动物园,7.8,3,适合小清新看的电影,2016-12-24 09:43:50
驴得水,8.3,5,用谎言圆谎言，只会得到更多的谎言。最后孙佳的委曲求全，可惜最后还是败给了体制。结局是荒诞的，可现实也是荒诞的。Incredible China,2016-12-23 20:02:01
哈利·波特与魔法石,8.8,4,开始看哈利波特啦～,2016-12-18 20:22:59
消失的爱人,8.7,5,期待续作啊,2016-12-17 20:00:42
布达佩斯大饭店,8.8,5,治好了我多年的强迫症！,2016-12-17 14:26:17
佩小姐的奇幻城堡,7.2,3,前面像是童话故事，后面反派死的太轻松，塞缪尔的声音太魔性，伊娃太美。,2016-12-15 23:27:16
萨利机长,8.3,4,美国最不缺的就是英雄电影，而根据真实事件改编的电影还是少见,2016-12-15 19:44:27
心灵捕手,8.8,5,第二遍看依然满分,2016-12-14 23:11:22
致命ID,8.7,4,多重人格玩的溜,2016-12-14 19:31:30
杀人回忆,8.7,3,没看出来那么多寓意啊，智商不够,2016-12-13 21:07:21
费城故事,8.6,4,反对任何形式的歧视,2016-12-12 20:14:35
她,8.3,3,现在VR发展这么迅速，指不定哪天就能和AI啪啪了,2016-12-11 23:15:28
红磨坊,7.9,4,歌舞电影的通病就是剧情薄弱，这部相对好一点，但也比较套路,2016-12-11 17:55:29
青蛇,8.5,3,看那么多影评都是夸的，讲道理我是没看太懂,2016-12-11 14:08:12
星际穿越,9.2,5,拖到现在才看，依然为时未晚，期待诺兰的下一部电影,2016-12-10 14:10:31
独自等待,8.1,4,生活，美好总是在身边,2016-12-10 11:54:53
凶恶,6.8,3,挺沉闷的电影,2016-12-08 20:54:43
活埋,7.8,5,牛逼啊，一个场景一个演员撑了一整部电影，最后拯救了Mark White的时候莫名心酸,2016-12-07 23:08:31
仲夏夜之梦,7.2,1,什么乱七八糟的，近期看的最烂的一部电影,2016-12-07 20:48:28
有希望的男人,7.6,3,女主好美,2016-12-06 20:02:55
王牌特工：特工学院,8.4,4,标准特工电影，英式幽默满满，另外内地删除的片段都是精华啊,2016-12-05 23:09:33
一夜风流,8.7,4,喜欢这剧照,2016-12-05 20:31:53
鬼影,7.7,2,鬼片什么时候有新花样时才会是经典,2016-12-04 19:08:08
好想告诉你,6.9,3,很一般的套路啊，过于矫情了，但是三浦春马依然帅我一脸啊,2016-12-04 17:12:15
冒牌家庭,7.4,4,颠覆了对瑞秋的认知呀哈哈哈，女儿好美，好美,2016-12-04 12:19:00
四百击,8.7,3,谁还没个青春不是，私以为大部分青春叛逆都源于家庭教育的匮乏。,2016-12-03 23:52:41
树大招风,8.0,3,不是很能欣赏这类港片，对于90年代也没有特别深的感情，所谓的时代的翻篇大抵也是贩卖情怀吧,2016-12-03 21:04:54
失眠症,7.4,4,失眠太痛苦啦，片子不是很诺兰啊,2016-12-03 17:26:44
功夫小蝇,7.4,4,印度电影欢乐多～,2016-12-03 13:43:27
追随,8.9,5,好喜欢这种多线叙事结构，反转又反转的故事，诺兰就是牛逼。Alex Haw有点像吸血鬼日记里的Stephen啊，审问男主的老头好像是疑犯追踪的反派老大？,2016-12-03 11:01:03
毕业生,7.9,4,500days with summer 出现过，BGM经典，有趣,2016-12-01 21:58:30
七月与安生,7.6,3,小说质量不高的话，改成电影也就那样吧,2016-11-30 20:14:34
钢的琴,8.4,3,结局有些莫名其妙了,2016-11-29 19:51:17
荒野生存,8.6,3,居然看到了暮光女主，意外之喜,2016-11-28 22:14:49
胭脂扣,8.3,4,感觉有bug，30年代是否安眠药，如花喝了一杯反而死了，安眠药+鸦片能吐黑血？,2016-11-27 21:21:46
蝴蝶,8.6,4,因为片尾曲看了这部电影，挺暖心的,2016-11-27 11:18:48
互联网之子,9.1,5,He was killed by the old world. 谁会是中国的Aaron呢？,2016-11-26 21:46:41
勇闯夺命岛,8.6,5,全程高能，BGM燃爆！,2016-11-26 10:30:32
九歌,6.8,3,以女主的性格，他俩根本没有未来，男主too young 并且包皮过长……,2016-11-25 22:39:29
推拿,7.8,4,盲人也有江湖,2016-11-25 21:10:54
三毛从军记,8.4,4,有点情怀的味道，电影嘛，一般吧，结局不错,2016-11-24 23:26:08
群尸玩过界,7.7,4,恋恋书中人出现过，觉得好玩就看了，很逗的丧尸电影，哈哈哈哈哈,2016-11-24 19:48:32
共产小子西游记,7.5,4,让人惊喜的一部片子，电影名字感觉被翻译毁了,2016-11-23 22:39:01
爱情天文学,7.1,3,一般吧，有些角度女主挺像fiona的,2016-11-23 20:19:32
星运里的错,7.8,4,因为Boom Clap这首歌看的电影，感觉美国对于绝症患者的关怀做的真好，另外女主好像二丫啊哈哈哈,2016-11-22 19:46:48
超级学校霸王,7.2,4,群星璀璨，大爱杨采妮~~,2016-11-22 12:58:37
猜火车,8.5,5,青春犯罪，最后并没有洗白，结局太赞了,2016-11-21 22:31:36
为奴十二年,7.9,3,政治正确不一定是好电影，就电影角度而言，一般吧,2016-11-21 19:12:23
罪恶之城,8.4,4,暴力美学很好看，黑白与彩色的交织更凸显了电影独特的美感，但是格局太大，太多细节没有无法展现，可惜,2016-11-20 17:41:14
忠犬八公物语,9.0,3,和忠犬八公的故事相差好大，可能先入为主吧，反正不喜欢这版。,2016-11-20 11:54:47
曾经,8.3,4,,2016-11-19 20:49:54
钢琴教师,7.4,4,小众向的sm文化，就像男主一样，大众是理解不了的,2016-11-19 13:24:23
爱·回家,9.0,4,用最平凡的镜头谱写最真挚的婆孙情，好看。,2016-11-18 20:44:50
偷拐抢骗,8.5,5,典型英国电影，夹杂着黑色幽默，看着也很燃，太棒！,2016-11-17 19:49:57
偷自行车的人,8.9,5,看完好心痛，战争太残忍了，为了生存，什么都做得出来啊……,2016-11-15 22:05:18
冒牌天神,7.5,4,金凯瑞太逗了，詹妮弗美哭了,2016-11-14 15:36:23
蓝白红三部曲之红,8.7,5,最后遇难轮船幸存者全是三部曲的的主角啊卧槽！,2016-11-13 21:22:55
蓝白红三部曲之白,8.4,5,好玩的，没 蓝 那么压抑,2016-11-12 23:35:09
蓝白红三部曲之蓝,8.5,4,好沉重的电影，看完挺累的，全片讲述了女主走向堕落的过程嘛，哈哈,2016-11-12 18:35:01
恋恋书中人,7.5,4,,2016-11-12 12:47:41
非常主播,7.9,5,很好看的喜剧啊，赞赞赞,2016-11-10 23:50:45
和莎莫的500天,8.0,5,有趣的电影，好听的bgm，难得的爱情好片,2016-11-09 19:26:57
火锅英雄,7.2,2,不好看，剧情太乱,2016-11-07 20:02:27
奇异博士,7.6,5,可以，挺好看的,2016-11-05 21:10:38
非常嫌疑犯,8.6,5,凯文史派西演技简直了，好看到爆,2016-11-05 14:12:38
你眼中的世界,7.5,4,设定新颖，男女主颜值高演技棒。可惜最后都没解释这种现象的原理，害我期待了一整部。,2016-10-31 22:29:20
自梳,8.3,5,太美了，太好看了。虽然不知道为什么意欢和玉环为什么会分开...,2016-10-30 20:16:05
阳光小美女,8.2,5,跳脱衣舞那段太经典了！另外喜欢最后偷奖杯的那个结局,2016-10-30 13:31:54
这个男人来自地球,8.5,4,设定很棒，最后反转也很棒,2016-10-29 18:29:25
香肠派对,7.1,3,也就最后那一段有点污，全篇来说一般吧,2016-10-29 17:38:20
路边野餐,7.8,5,当我的光曝在你的身上，重逢就是一间暗室。,2016-10-25 20:05:17
誓约,7.2,3,女主好美，演技棒棒哒，导演处理的一些细节也很完美,2016-10-16 14:35:16
心房客,8.4,4,寂寞的人不该看这种电影,2016-10-07 21:27:21
爱有来生,7.6,5,难得的国产爱情电影佳作,2016-10-04 16:05:38
破坏之王,7.4,4,经典，永不过时，233,2016-09-21 22:09:07
釜山行,8.3,4,,2016-09-15 11:09:54
城南旧事,8.8,2,觉得这部电影能表达的东西实在有限，或者限于当时的拍摄条件无法表达吧，又或者是全开放式电影，全由读者自己揣摩？那我觉得倒不如看书更有想象空间。,2016-08-31 23:35:55
大鱼海棠,6.6,3,挺适合睡觉的，但是凳子太难受，睡得不舒服。,2016-07-23 16:44:50
惊天魔盗团,7.5,3,有很多bug,2016-07-13 13:02:55
我的少女时代,7.8,3,套路一般吧，有一些硬伤，但总体还可以，中规中矩,2016-07-12 01:16:55
老人与海,8.9,5,正好大鱼海棠上映了，对比下,2016-07-09 03:15:13
白日梦想家,8.3,3,,2016-07-07 13:03:27
海底总动员2：多莉去哪儿,7.4,2,,2016-06-21 15:25:59
魔兽,7.7,5,,2016-06-21 15:25:39
百鸟朝凤,8.0,5,,2016-05-14 20:51:10
猎神：冬日之战,5.4,2,,2016-04-28 23:58:47
小羊肖恩,8.4,5,,2016-04-09 14:23:29
末路狂花,8.7,5,,2016-03-12 21:36:21
疯狂动物城,9.1,4,,2016-03-06 23:16:44
老炮儿,7.8,3,,2016-02-14 00:00:53
唐人街探案,7.5,4,,2016-02-12 20:53:28
五十度灰,5.1,1,,2016-02-10 22:04:52
山河故人,7.8,4,,2016-02-09 18:25:43
完美的世界,9.0,4,,2016-02-09 13:43:25
爆裂鼓手,8.6,4,,2016-02-09 13:17:54
滚蛋吧！肿瘤君,7.4,3,,2016-02-08 22:25:33
心迷宫,8.7,5,,2016-02-08 17:47:58
海洋之歌,8.7,4,,2016-02-08 15:47:47
十二公民,8.3,3,,2016-02-07 00:42:04
一个勺子,7.7,5,,2016-02-07 00:41:47
头脑特工队,8.7,5,,2016-02-05 19:59:07
寻龙诀,7.5,4,,2016-02-05 15:03:57
西游记之大圣归来,8.2,5,,2016-02-04 18:14:52
八仙饭店之人肉叉烧包,7.2,3,,2016-01-17 12:48:01
星球大战7：原力觉醒,7.1,2,还没高潮就没了，扫兴,2016-01-09 22:53:06
狗镇,8.4,5,,2015-12-21 23:55:41
真爱至上,8.5,4,,2015-12-21 20:32:03
最佳出价,8.3,5,,2015-12-21 20:30:44
萤火之森,8.8,3,,2015-12-21 20:24:36
怦然星动,4.2,1,,2015-12-14 09:40:40
007：幽灵党,6.2,4,,2015-11-14 22:03:23
7号房的礼物,8.7,3,,2015-10-05 13:28:04
小黄人大眼萌,7.3,2,,2015-09-19 15:41:59
煎饼侠,5.9,3,,2015-09-16 23:46:10
捉妖记,6.7,3,,2015-09-14 23:51:29
女子学校拷问部,5.3,4,虐恋啊 好看,2015-07-28 01:34:52
古惑仔之人在江湖,7.8,3,,2015-07-25 16:32:00
速度与激情7,8.3,5,,2015-04-18 09:27:54
穹顶之下,9.2,5,,2015-03-01 01:32:40
少年时代,8.5,4,,2015-02-27 23:55:04
巴黎淘气帮,8.6,4,,2015-02-08 20:06:12
穿条纹睡衣的男孩,8.9,4,,2015-02-08 16:50:39
甜蜜蜜,8.8,4,,2015-01-25 11:45:32
人工智能,8.6,4,居然之前看过了，后半部基本没有印象了。之前打得分数偏高，第二遍看下来期望度不够。,2015-01-11 23:04:12
第六感,8.8,5,,2015-01-11 20:36:51
拯救大兵瑞恩,8.9,5,,2015-01-11 12:38:00
一树梨花压海棠,8.1,4,,2014-12-19 23:34:57
音乐之声,8.9,5,,2014-12-06 13:55:40
不一样的天空,8.6,4,,2014-12-05 21:39:54
春光乍泄,8.8,5,,2014-12-05 13:14:49
虎口脱险,8.9,5,,2014-12-04 11:44:13
美国往事,9.1,5,,2014-12-03 18:17:49
幽灵公主,8.8,4,,2014-12-02 15:08:17
纵横四海,8.7,4,,2014-12-01 21:01:17
大鱼,8.7,5,,2014-11-30 21:32:11
喜宴,8.8,4,,2014-11-29 19:16:09
麦兜故事,8.5,3,,2014-11-28 23:32:22
英雄本色,8.6,5,,2014-11-28 11:46:29
猫鼠游戏,8.8,4,,2014-11-28 00:15:19
惊魂记,8.9,5,,2014-11-27 19:33:39
岁月神偷,8.6,5,,2014-11-27 16:12:11
致命魔术,8.8,5,,2014-11-26 23:30:05
蝙蝠侠：黑暗骑士崛起,8.6,5,,2014-11-20 16:58:36
蝙蝠侠：黑暗骑士,9.1,5,,2014-11-20 09:08:13
末代皇帝,9.0,4,,2014-11-19 15:50:15
蝙蝠侠：侠影之谜,8.3,4,,2014-11-18 22:39:50
就是这样,8.7,4,,2014-11-08 00:03:46
大闹天宫,9.3,5,,2014-11-06 23:02:11
饮食男女,9.1,5,,2014-11-06 10:40:43
雨中曲,9.0,5,,2014-11-06 08:28:46
哪吒闹海,8.9,4,,2014-11-05 12:01:00
美丽心灵,8.9,5,,2014-11-05 08:54:59
成为简·奥斯汀,8.2,3,,2014-11-04 08:40:20
荒岛余生,8.5,4,,2014-11-04 04:04:18
澳门风云,5.6,2,,2014-11-03 18:56:03
窃听风暴,9.1,5,,2014-11-03 05:12:47
傲慢与偏见,8.5,5,,2014-11-02 16:52:21
无人区,8.2,5,,2014-11-01 21:44:32
西游降魔篇,7.1,3,,2014-11-01 12:09:04
恐怖游轮,8.4,5,,2014-11-01 12:03:46
喜剧之王,8.6,4,,2014-10-31 19:43:12
疯狂的石头,8.3,5,,2014-10-31 07:13:23
熔炉,9.2,5,,2014-10-28 04:54:14
狮子王,8.9,4,,2014-10-27 16:29:04
饥饿游戏2：星火燎原,7.3,3,,2014-10-24 23:58:53
饥饿游戏,6.8,3,,2014-10-24 05:32:04
白鹿原,6.3,1,原著党别看这部电影了，简直就是糟粕。主要剧情删完了，剩下的也都杂乱无章，人物刻画无一饱满。,2014-10-10 15:41:19
辩护人,9.2,4,,2014-10-03 17:08:33
分手大师,5.0,2,,2014-09-28 21:52:42
小鞋子,9.2,3,,2014-06-08 15:40:11
素媛,9.1,5,,2014-05-16 23:02:20
海盗电台,8.6,5,,2014-05-07 14:13:13
黑客帝国,8.9,5,,2014-05-04 14:09:39
放手爱,2.3,1,,2014-05-03 16:51:31
被嫌弃的松子的一生,8.9,5,一部我想给6星的电影。,2014-05-02 16:30:19
天下无贼,7.8,4,,2014-04-23 13:47:41
穿普拉达的女王,7.9,4,,2014-04-23 13:47:20
海豚湾,9.3,5,,2014-04-21 14:08:32
天堂电影院,9.1,5,,2014-04-17 21:40:33
东邪西毒,8.6,5,,2014-04-17 11:12:29
摩登时代,9.2,5,,2014-04-17 11:10:13
城市之光,9.2,5,,2014-04-17 11:09:33
上帝也疯狂2,8.8,5,,2014-04-15 15:00:02
控方证人,9.6,5,,2014-04-12 13:52:25
快乐的大脚,7.3,3,,2014-04-11 21:39:59
快乐的大脚2,7.2,3,,2014-04-11 21:31:19
罗马假日,8.9,5,,2014-04-11 20:21:14
上帝也疯狂,8.6,5,,2014-04-11 16:12:04
永远的蝙蝠侠,6.5,3,,2014-04-11 14:11:18
蝙蝠侠归来,7.2,2,,2014-04-11 10:09:49
叫我第一名,8.6,5,,2014-04-10 14:53:20
蝙蝠侠,7.3,3,,2014-04-10 11:12:44
恋空,6.9,3,,2014-04-09 11:37:12
想爱就爱,7.5,4,,2014-04-09 11:34:40
暮光之城4：破晓(上),6.3,3,,2014-04-09 11:34:09
暮光之城3：月食,6.4,3,,2014-04-09 11:34:00
暮光之城2：新月,6.5,3,,2014-04-09 11:33:56
暮光之城,7.3,3,,2014-04-09 11:33:51
西西里的美丽传说,8.8,5,,2014-04-08 22:47:05
达拉斯买家俱乐部,8.7,4,,2014-04-08 13:13:53
怪兽电力公司,8.6,4,,2014-04-06 02:13:03
乱世佳人,9.2,5,,2014-04-05 20:28:48
西雅图未眠夜,7.9,4,,2014-04-05 17:21:39
东邪西毒：终极版,8.7,5,,2014-04-04 12:25:13
美丽人生,9.5,5,,2014-04-03 20:06:39
穆赫兰道,8.3,5,,2014-04-03 20:04:30
泰迪熊,7.0,3,,2014-04-03 16:39:21
一一,8.9,5,,2014-04-03 16:38:21
怪兽大学,8.1,5,,2014-04-03 12:22:36
极速蜗牛,7.2,3,,2014-04-03 00:39:03
射雕英雄传之东成西就,8.7,5,,2014-04-02 22:25:41
卢旺达饭店,8.9,4,,2014-04-02 19:54:59
星球大战,8.3,5,,2014-04-01 22:41:43
社交网络,8.1,5,,2014-04-01 22:38:06
源代码,8.4,5,,2014-04-01 22:36:17
倩女幽魂,8.6,5,,2014-04-01 22:35:59
阿凡达,8.6,5,,2014-04-01 22:32:46
搏击俱乐部,9.0,5,,2014-04-01 13:47:11
杀死比尔2,7.8,5,,2014-04-01 12:56:52
杀死比尔,8.1,5,,2014-04-01 12:55:53
夜访吸血鬼,8.3,5,,2014-04-01 10:32:55
唐山大地震,7.5,4,,2014-04-01 09:51:44
大笑江湖,4.5,2,,2014-04-01 09:50:59
变形金刚3,7.0,4,,2014-04-01 09:50:14
变形金刚2,7.6,4,,2014-04-01 09:50:06
变形金刚,8.1,5,,2014-04-01 09:49:59
狄仁杰之神都龙王,6.5,3,,2014-04-01 09:49:36
狄仁杰之通天帝国,6.4,3,,2014-04-01 09:48:07
狼的孩子雨和雪,8.6,5,,2014-04-01 09:44:34
春娇与志明,7.3,4,,2014-04-01 09:44:05
志明与春娇,8.0,5,,2014-04-01 09:43:57
音为爱,7.4,3,,2014-04-01 09:43:21
女性瘾者：第一部,7.7,4,,2014-03-31 20:25:47
地心引力,7.8,4,,2014-03-31 20:25:23
妈妈再爱我一次,8.3,4,,2014-03-30 13:41:05
比悲伤更悲伤的故事,7.7,3,,2014-03-29 23:03:57
爱情公寓2,8.0,3,,2014-03-28 23:25:46
北京爱情故事,7.5,3,,2014-03-28 23:23:23
越狱特别篇：最后一越,7.9,3,,2014-03-28 23:17:04
越狱兔 第一季,9.2,5,,2014-03-28 23:14:54
头文字D,7.0,4,,2014-03-28 22:59:28
色，戒,8.2,5,,2014-03-28 22:58:34
恋爱通告,5.9,3,,2014-03-28 22:58:01
本杰明·巴顿奇事,8.8,5,,2014-03-28 15:55:22
致命伴旅,6.6,4,,2014-03-28 15:05:35
爱在暹罗,8.3,4,,2014-03-28 14:03:10
画皮2,5.9,3,,2014-03-26 17:44:31
画皮,6.5,3,,2014-03-26 17:44:26
无极,5.1,1,,2014-03-26 17:43:18
教父,9.2,5,,2014-03-25 20:55:52
陆小凤传奇之血衣之谜,7.3,4,,2014-03-25 16:24:21
陆小凤传奇之剑神一笑,7.2,4,,2014-03-25 16:24:17
陆小凤传奇之银钩赌坊,7.3,4,,2014-03-25 16:24:13
陆小凤传奇之绣花大盗,7.4,4,,2014-03-25 16:24:09
陆小凤传奇之幽灵山庄,7.2,4,,2014-03-25 16:24:04
陆小凤传奇之凤舞九天,7.3,4,,2014-03-25 16:23:59
陆小凤传奇之决战前后,7.2,4,,2014-03-25 16:23:55
陆小凤传奇之铁鞋传奇,7.7,4,,2014-03-25 16:23:49
陆小凤传奇之大金鹏王,7.4,4,,2014-03-25 16:23:44
西游记之大闹天宫,4.1,1,,2014-03-25 16:21:24
失恋33天,7.3,3,,2014-03-25 16:17:44
乔布斯,6.0,2,,2014-03-25 16:06:26
致我们终将逝去的青春,6.6,3,,2014-03-25 16:01:56
小时代,4.7,1,,2014-03-25 16:01:47
老无所依,8.1,5,,2014-03-24 23:22:57
拆弹部队,7.7,5,,2014-03-24 23:22:35
鬼子来了,9.2,5,,2014-03-24 23:07:11
罗拉快跑,8.1,5,,2014-03-24 16:31:22
初三大四我爱你,7.1,3,,2014-03-24 16:26:48
你好，陌生人,7.7,4,,2014-03-24 16:26:20
活着,9.1,5,,2014-03-24 16:16:43
勇敢的心,8.8,5,,2014-03-23 22:23:34
钢琴家,9.0,5,,2014-03-23 18:03:40
辛德勒的名单,9.4,5,,2014-03-23 14:37:43
十二怒汉,9.4,5,,2014-03-21 21:32:34
血钻,8.5,5,,2014-03-21 17:26:50
生化危机,7.9,4,,2014-03-21 16:45:01
恐怖直播,8.7,5,,2014-03-19 22:56:07
了不起的盖茨比,7.7,4,,2014-03-19 20:14:03
127小时,8.1,4,,2014-03-18 20:07:29
侧耳倾听,8.8,5,,2014-03-17 22:56:40
大灌篮,5.2,3,,2014-03-16 23:11:43
十全九美,5.1,2,,2014-03-16 23:11:36
合约情人,5.3,3,,2014-03-16 23:10:22
搭错车,8.3,5,,2014-03-16 22:41:08
魔女宅急便,8.5,4,,2014-03-15 14:45:05
红猪,8.4,4,,2014-03-14 19:23:59
关于莉莉周的一切,7.8,4,,2014-03-13 20:40:48
加勒比海盗2：聚魂棺,8.1,4,,2014-03-13 19:24:05
加勒比海盗3：世界的尽头,8.1,4,,2014-03-13 19:23:59
加勒比海盗4：惊涛怪浪,7.5,4,,2014-03-13 19:23:53
理发师陶德,7.7,4,,2014-03-13 19:02:55
哈尔的移动城堡,8.9,4,,2014-03-13 18:50:22
查理和巧克力工厂,8.0,4,,2014-03-13 16:42:22
爱丽丝梦游仙境,7.1,3,,2014-03-13 16:36:42
借东西的小人阿莉埃蒂,8.7,5,,2014-03-12 19:54:51
血肉之躯,7.3,4,,2014-03-11 22:49:48
南国野兽,7.6,4,,2014-03-11 13:33:02
萤火虫之墓,8.7,5,,2014-03-11 11:26:52
悬崖上的金鱼姬,8.3,3,,2014-03-10 22:26:33
神偷奶爸2,8.0,4,,2014-03-10 15:29:48
精灵旅社,7.8,4,,2014-03-10 15:28:12
魔发奇缘,8.2,5,,2014-03-10 15:27:00
神偷奶爸,8.5,5,,2014-03-10 15:26:34
秒速5厘米,8.3,5,,2014-03-10 15:26:15
里约大冒险,8.3,5,,2014-03-10 15:26:10
穿越时空的少女,8.6,5,,2014-03-10 15:26:01
风之谷,8.8,5,,2014-03-10 15:25:35
驯龙高手,8.7,5,,2014-03-10 15:24:09
飞屋环游记,8.9,5,,2014-03-10 15:23:59
玛丽和马克思,8.9,5,,2014-03-10 15:23:50
天空之城,9.0,5,,2014-03-10 15:23:46
疯狂原始人,8.7,5,,2014-03-10 15:23:08
龙猫,9.1,5,,2014-03-10 15:23:02
寂静岭,7.5,4,,2014-03-10 15:16:43
老男孩,8.2,5,,2014-03-10 15:14:03
记忆碎片,8.6,5,,2014-03-10 15:12:13
禁闭岛,8.7,5,,2014-03-10 15:05:30
幸福终点站,8.7,5,,2014-03-10 15:04:55
玩具总动员2,8.1,5,,2014-03-10 15:04:23
玩具总动员,8.2,5,,2014-03-10 15:04:16
美食总动员,8.3,5,,2014-03-10 15:04:10
玩具总动员3,8.8,5,,2014-03-10 15:03:44
海底总动员,8.3,5,,2014-03-10 15:03:34
赛车总动员,7.8,4,,2014-03-10 15:03:20
机器人总动员,9.3,5,,2014-03-10 15:02:44
阿郎的故事,8.5,5,,2014-03-10 15:01:22
恋恋笔记本,8.5,5,,2014-03-10 15:01:07
贫民窟的百万富翁,8.5,5,,2014-03-10 14:58:26
黑天鹅,8.5,5,,2014-03-10 14:58:21
加勒比海盗,8.6,5,,2014-03-10 14:58:17
逆光飞翔,8.2,4,,2014-03-10 14:57:51
那些年，我们一起追的女孩,8.1,5,,2014-03-10 14:57:40
断背山,8.7,5,,2014-03-10 14:57:31
悲惨世界,8.5,5,,2014-03-10 14:57:26
死神来了5,6.5,4,,2014-03-10 14:55:06
死神来了4,6.3,3,,2014-03-10 14:54:56
死神来了3,6.9,3,,2014-03-10 14:54:51
死神来了2,7.2,4,,2014-03-10 14:54:43
死神来了,7.7,4,,2014-03-10 14:54:36
速度与激情2,7.2,4,,2014-03-10 14:54:04
速度与激情3：东京漂移,6.6,4,,2014-03-10 14:53:54
速度与激情6,7.7,4,,2014-03-10 14:53:42
速度与激情5,8.4,4,,2014-03-10 14:53:29
速度与激情4,7.6,4,,2014-03-10 14:53:14
电锯惊魂7,7.5,4,,2014-03-10 14:52:23
电锯惊魂6,7.7,4,,2014-03-10 14:52:12
电锯惊魂5,7.6,4,,2014-03-10 14:52:02
